team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T41,0,0,0,0,0,0,0,0,0
T44,0,0,0,0,0,0,0,0,0
T42,0,0,0,0,0,0,0,0,0
T43,0,0,0,0,0,0,0,0,0
