team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T17,0,0,0,0,0,0,0,0,0
T20,0,0,0,0,0,0,0,0,0
T19,0,0,0,0,0,0,0,0,0
T18,0,0,0,0,0,0,0,0,0
