team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T29,0,0,0,0,0,0,0,0,0
T32,0,0,0,0,0,0,0,0,0
T31,0,0,0,0,0,0,0,0,0
T30,0,0,0,0,0,0,0,0,0
