team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T21,0,0,0,0,0,0,0,0,0
T22,0,0,0,0,0,0,0,0,0
T23,0,0,0,0,0,0,0,0,0
T24,0,0,0,0,0,0,0,0,0
