team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T09,0,0,0,0,0,0,0,0,0
T10,0,0,0,0,0,0,0,0,0
T12,0,0,0,0,0,0,0,0,0
T11,0,0,0,0,0,0,0,0,0
