team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T37,0,0,0,0,0,0,0,0,0
T39,0,0,0,0,0,0,0,0,0
T38,0,0,0,0,0,0,0,0,0
T40,0,0,0,0,0,0,0,0,0
