team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T13,0,0,0,0,0,0,0,0,0
T16,0,0,0,0,0,0,0,0,0
T15,0,0,0,0,0,0,0,0,0
T14,0,0,0,0,0,0,0,0,0
