team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T45,0,0,0,0,0,0,0,0,0
T46,0,0,0,0,0,0,0,0,0
T48,0,0,0,0,0,0,0,0,0
T47,0,0,0,0,0,0,0,0,0
