team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T08,0,0,0,0,0,0,0,0,0
T05,0,0,0,0,0,0,0,0,0
T07,0,0,0,0,0,0,0,0,0
T06,0,0,0,0,0,0,0,0,0
