team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T33,0,0,0,0,0,0,0,0,0
T34,0,0,0,0,0,0,0,0,0
T36,0,0,0,0,0,0,0,0,0
T35,0,0,0,0,0,0,0,0,0
