team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T01,1,0,1,0,1,1,0,0,1
T02,1,0,1,0,1,1,0,0,1
T03,0,0,0,0,0,0,0,0,0
T04,0,0,0,0,0,0,0,0,0
