team_id,games_played,wins,draws,losses,goals_for,goals_against,goal_difference,fair_play_score,points
T03,0,0,0,0,0,0,0,0,0
T15,0,0,0,0,0,0,0,0,0
T38,0,0,0,0,0,0,0,0,0
T26,0,0,0,0,0,0,0,0,0
T36,0,0,0,0,0,0,0,0,0
T48,0,0,0,0,0,0,0,0,0
T19,0,0,0,0,0,0,0,0,0
T23,0,0,0,0,0,0,0,0,0
T12,0,0,0,0,0,0,0,0,0
T42,0,0,0,0,0,0,0,0,0
T07,0,0,0,0,0,0,0,0,0
T31,0,0,0,0,0,0,0,0,0
